customer_id,customer_zip_code_prefix,customer_city,customer_state
rrVwfYAcref06j,78237,Campinas, São Paulo
5I8T5HbvLcxV,8555,fortaleza,Ceará
gc5eu2jRP8Ue,2817, São Paulo, São Paulo
YRGRe4QsNriT,7867,bocaina,Piauí
mgzE1mWPrm0b,37115,teresopolis,Rio de Janeiro
YMfJQ9PazlYb,3157,Guarátinguetá, São Paulo
ogasrBdboH6w,6142,Embu-Guaçu, São Paulo
W2VQOt7KVy6H,4184,betim,Minas Gerais
IirLNRdsUxR3,45000, São Paulo, São Paulo
t26lZBwvRhG4,75813,sao Goiásncalo,Rio de Janeiro
BTGQBnuBkWTP,9619,Lins, São Paulo
JqvcHU6MeNPY,13880,Goiásvernador valadares,Minas Gerais
vRbt7lQwnXRq,11070,sao luis,Maranhão 
ExANiT3OIbOY,37407,Cosmorama, São Paulo
VMinas GeraisiDteguIiv,76300,Rio de Janeiro,Rio de Janeiro
LlA9gb5gFVGc,12060,raposos,Minas Gerais
CpEHH3xqcozm,1454,viTocantinsria,Espírito Santo
oO7bOdpWgnYb,3050,tres marias,Minas Gerais
D3m8aT6XucbW,39472,Taboão da Serra, São Paulo
aijopZ8Mato Grosso do SuldrR,72318,curitiba,Paraná
L4YypNLTXp74,1429,Tatuí, São Paulo
tdPbY5RvYiew,62030,ouro preTocantins,Minas Gerais
YActXwv3Y5Gi,63046,pinhais,Paraná
AGCtVipzoiOF,58540,Rio de Janeiro,Rio de Janeiro
ILQa3Kn6bDI6,81560,sao Goiásncalo,Rio de Janeiro
g96IscN82qaH,45600,londrina,Paraná
rkwgauHpsbI2,25802, São Paulo, São Paulo
jyMYviDKWitg,41770,jaboatao dos guararapes,Pernambuco
Ohw8sDco6bPu,79084, São Paulo, São Paulo
YDUVSDBuTWfM,86708,rio verde,Goiás
KpXnUCYEfrXH,17026,santa maria,Rio Grande do Sul
vyYSsscIhCiO,77026,Campinas, São Paulo
lSomGoiássTCP4U,31980,São Bernardo do Campo, São Paulo
fdOB1jOqBSQS,71572, São Paulo, São Paulo
9AU7CfR0uDistrito Federal7,96170,apucarana,Paraná
f3tYfLzojNVI,77330,pocos de caldas,Minas Gerais
HJYGjBBwZZtF,89030,sarandi,Paraná
5l068RJToruk,92990, São Paulo, São Paulo
m3rvParanáXOZVMK,12904,sao fidelis,Rio de Janeiro
bVaYS9waa2sh,18304,Guarujá, São Paulo
ggRUhTY47BvS,11081,Rio de Janeiro,Rio de Janeiro
tNTik5aFiRfV,35662, São Paulo, São Paulo
swwLA3wfsrzU,83030,Tocantinsledo,Paraná
bP5kiwkaCqIi,13479, São Paulo, São Paulo
E0YjDtmJ2tu9,60540, São Paulo, São Paulo
x4Koq5pqV2iA,36660,campo do meio,Minas Gerais
VQmOdb97L3NX,64804,Paulínia, São Paulo
rWQ5DmfRpEHX,70833,belo horizonte,Minas Gerais
7tHlpp9PiauísDJ,25036,Jundiaí, São Paulo
ZjkS1jjTW4ei,40243,curitiba,Paraná
3ygMHzAu6iPq,4545,macae,Rio de Janeiro
6qV1JAlxvAcreX,58195,Fernandópolis, São Paulo
xt2w5DiNag1t,72899,irani,Santa Catarina
V2raysQanXud,4582,nova e São Pauloeranca do sul,Rio Grande do Sul
BsmOTC1b93g1,13015,Cotia, São Paulo
0ppLSIt4btFY,6435, São Paulo, São Paulo
31A7FiOQoCnn,90200,Taboão da Serra, São Paulo
Ivtp0KMinas Gerais7fRV,3383, São Paulo, São Paulo
RaooSyuOMPGV,8579, São Paulo, São Paulo
PYIfk4aezkrI,94040, São Paulo, São Paulo
zdKG9apl6jIZ,83480,foz do iguacu,Paraná
Xv2LLvsTB2Wn,25980,Campinas, São Paulo
XaUlNzHILmZh,93804, São Paulo, São Paulo
5mXDJ6NmcXmv,38745,Rio de Janeiro,Rio de Janeiro
g6qtNzCdXU0C,17522,tres barras,Santa Catarina
soLxGcdOU73S,61658,feira de santana,Bahia
OPPFYEAWif9X,56330, São Paulo, São Paulo
sM9kRw53gwad,1451, São Paulo, São Paulo
D4iBJgP2KjHq,1454,viTocantinsria,Espírito Santo
o0gnecAFdlJB,58233, São Paulo, São Paulo
nPfVkqhhWTwb,49700, São Paulo, São Paulo
uzQYBbMbMPMF,60767,sao jose do turvo,Rio de Janeiro
Jxy8uod7ozFs,13221,contagem,Minas Gerais
oAZ7OCWKsoDv,85023,lages,Santa Catarina
0ElCR6lB1a8Z,63580,Rio de Janeiro,Rio de Janeiro
jye5qp1Wu0FI,97690,São Bernardo do Campo, São Paulo
RUpwIYbtZ0l3,41706, São Paulo, São Paulo
4MBF3DUDYYV5,89633,sao leopoldo,Rio Grande do Sul
7LX2ffZwwzuW,8321,Rio de Janeiro,Rio de Janeiro
ufeA6XZUvEln,40260,São Caetano do Sul, São Paulo
vOL6Nxc99z2n,2873,Sorocaba, São Paulo
YNBaU2euoQ3y,89809, São Paulo, São Paulo
f3hY5LK6K2rT,6767,Itapevi, São Paulo
mN9bdCM7GgFE,83323, São Paulo, São Paulo
gN5WSy7WygiK,4135,divinopolis,Minas Gerais
8Cp259DS3W4b,26310,sanTocantinss dumont,Minas Gerais
vBXAF0ljQOn7,3759,ipojuca,Pernambuco
nmYbYIE684Jz,18119,Guarulhos, São Paulo
gjw2ezpSJvR1,9682,teresina,Piauí
AlagoasDvocEtJSSN,3102,Rio de Janeiro,Rio de Janeiro
rl6DXFwpoeWA,81670,jaragua do sul,Santa Catarina
aR68UXjxXjsQ,89295,Panorama, São Paulo
FE792HtGAt71,2525,belo horizonte,Minas Gerais
flrMa2cVRio de Janeiro8c,55034,Jacarei, São Paulo
vVnbcParácreiUlO,4502, São Paulo, São Paulo
6Oyl3eGtC0gr,49520,feira de santana,Bahia
TrLRMUdWaQHx,22740,belo horizonte,Minas Gerais
UXs8qnVOI84S,38406,sao lourenco,Minas Gerais
YFoKoWL2X75t,23933, São Paulo, São Paulo
dNFSFbNcvQEX,11473,Guarulhos, São Paulo
0fbv2MuqXbqx,27915,araxa,Minas Gerais
FmvgV0A44TaS,80030,Brasília,Distrito Federal
NA6521waTjnZ,58033,nova friburGoiás,Rio de Janeiro
IVuCRVIA6rml,8766, São Paulo, São Paulo
AU4iqmURZEnJ,75094,Campinas, São Paulo
D5dB0pZa5zho,65072,Rio de Janeiro,Rio de Janeiro
XrmOwIWMgFTS,53530,linhares,Espírito Santo
y510OvWhsolR,5451,Diadema, São Paulo
lNyeh São PauloOb9Lz,7813, São Paulo, São Paulo
snGoiásZiHSdoKM,38760, Cafelândia, São Paulo
UWI2mBhl2d8P,6858,joinville,Santa Catarina
YfN1DeT1YGiY,3892, São Paulo, São Paulo
sKwLXkyBq5VP,69033,itabuna,Bahia
FTEqFKZluPxz,28942,Brasília,Distrito Federal
ZQ37SMato Grosso do Sulff5yt,35115,Botucatu, São Paulo
rYsVZieS9YlZ,78237,Campinas, São Paulo
bBdaOit4Rio de Janeiro29,6332,taio,Santa Catarina
CgPeFU7Ho2Fc,88025,serra,Espírito Santo
Xhqij3xoRio de JaneiroCW,3452,tubarao,Santa Catarina
tF7F4FFz5AeL,6010,uberlandia,Minas Gerais
CoxzTPZu9637,3336,campo grande,Mato Grosso do Sul
qeZCC3BlcAcreeará,16204,vila valerio,Espírito Santo
xCe2rNxNNeZ9,4865,engenheiro paulo de frontin,Rio de Janeiro
FIAgvkiG0Rn7,37002,ananindeua,Pará
N8AWnnTb2KYi,89663,bela vista de Goiásias,Goiás
mNPCM1Ff7p26,8571,divinopolis,Minas Gerais
McoxVVasu414,59054,campos dos Goiásytacazes,Rio de Janeiro
Pernambuco1IpEwfQWnD,96545,mossoro,Rio Grande do Norte
xh0hGoiásWQ4po2,68464,São José dos Campos, São Paulo
gHYOH8lHMYWj,8566,Itu, São Paulo
tGoiásqRio Grande do Sul1ySu2E,68903, São Paulo, São Paulo
WZu0l2oQ9c3C,86818,palhoca,Santa Catarina
JwaxDDor8HJS,19034,nova iguacu,Rio de Janeiro
E7R São PauloGp8H7WD,12239,marilandia,Espírito Santo
6E5nlCKrnHEf,1518, São Paulo, São Paulo
PxOk1wdyXOy8,1228,Campinas, São Paulo
UuPk1acPQ0gs,79904,São Roque, São Paulo
0M1jsLTW6b5V,87020,Santo André, São Paulo
1Maranhão 6mCBkIMCr,75110,santa maria,Rio Grande do Sul
96IzdLOFjMzC,74140, São Paulo, São Paulo
Rc0LLFq6sTnx,33015,campos dos Goiásytacazes,Rio de Janeiro
bhLhyyAfQ0ha,30644,São José dos Campos, São Paulo
bj4nV5oi64BU,2411,jaragua do sul,Santa Catarina
NqDXxqVlSI4S,72899,irani,Santa Catarina
OBCnsVkkH31c,74030,São Vicente, São Paulo
DSNpwUg48E10,90450,Bragança Paulista, São Paulo
0L9kj9ss3U8X,41906,mage,Rio de Janeiro
JNwZxN5F26XN,11380,Santana de Parnaíba, São Paulo
Fw75b7PhIH2s,65605,macae,Rio de Janeiro
RsKKhLOuYvRio de Janeiro,45750, São Paulo, São Paulo
li6n11KfL9qe,13840,juiz de fora,Minas Gerais
1uoZyUZ8ofd8,66050, São Paulo, São Paulo
QIq0mujA0XNC,86077,Santo André, São Paulo
13QC1AOX58yu,81450,petropolis,Rio de Janeiro
Vgyfmb4nYOoj,8545,contagem,Minas Gerais
RHJ0CL41nYe1,48130,sabara,Minas Gerais
xV6mRxIQbW8x,26535,Rio de Janeiro,Rio de Janeiro
pDuKFS4bqSbx,95500,Rio de Janeiro,Rio de Janeiro
guvHjqqiGGYD,16305, São Paulo, São Paulo
zaQlKYHHyUFT,82310,Nhandeara, São Paulo
4vxo2lLXmhJg,12630, São Paulo, São Paulo
CXhBTYB1j7es,72915,imbe,Rio Grande do Sul
f8TCXhL2ohSn,97340,salvador,Bahia
0HOc4IVAmazonasvcc,4013,Pirassununga, São Paulo
UHlLgh1aBsVI,68372,Brasília,Distrito Federal
wWrDistrito FederaliKC8SqR,97930,Ribeirão Preto, São Paulo
xemFKlPpjf1O,1144,Santo André, São Paulo
HWooUBgyBRio de JaneiroU,29360, São Paulo, São Paulo
Rq3VTAVc4cEX,8250,Presidente Prudente, São Paulo
BkrFAZLNaKP8,77725, São Paulo, São Paulo
EbO7yiSrYEwd,99072,Guarulhos, São Paulo
xDaUEW904mou,87528,cuiaba,Mato Grosso
yg2g0mAhx5T1,5836,Carapicuíba, São Paulo
Qepcd09PiBVh,26261,petropolis,Rio de Janeiro
7EoYi1dl0ZlZ,40255,belem,Pará
60KylWXGYQWc,4360,Sumaré, São Paulo
oEsDVgcHUH2R,61631,Bauru, São Paulo
KE0ldMato Grosso do SulkJ7ON,3223,Itapeva, São Paulo
DPGuqDistrito FederalQ5v6X,59078,Rio Grande da Serra, São Paulo
JSMHxsrux4bk,63907,porTocantins alegre,Rio Grande do Sul
Mato Grosso2XwzRoueKM,64082,cachoeiro de itapemirim,Espírito Santo
eOV9utT5xYwu,79785,niteroi,Rio de Janeiro
B0HWFSoHNCtv,5621,nova petropolis,Rio Grande do Sul
G7ctZMVXvhq5,3437,Franco da Rocha, São Paulo
snqBXMdSjEzu,87070,Carapicuíba, São Paulo
QBpRMQRMpteB,74393, São Paulo, São Paulo
CearáRpOcaKTlre,69906,Rio de Janeiro,Rio de Janeiro
uCT2w9ezPhij,3412,Tatuí, São Paulo
23k82QBZZMinas Geraisoiás,72502,Indaiatuba, São Paulo
wZtFhTNeKgAc,44710, São Paulo, São Paulo
E5kdkpZwpAQi,26285, São Paulo, São Paulo
giIQsy9NZbQX,51111,Ribeirão Preto, São Paulo
kYXwNMuLFLYH,3310,parnamirim,Rio Grande do Norte
kaJ5Kr5w3fTS,2754,arapongas,Paraná
7cVstwXEHt8D,55863,petrolina,Pernambuco
uHHxWXPtKeGU,26325,São João da Boa Vista, São Paulo
mHwSTsg4zuic,14702,curitiba,Paraná
q3SR383yIm4p,83035,penha,Santa Catarina
ZcgwaiAcfiU4,9974,Campinas, São Paulo
oxt0oCiHjXqv,27211, São Paulo, São Paulo
SDZ9cjZvkpjT,2541,canavieiras,Bahia
xaKhF2p20DS4,11432,Rio de Janeiro,Rio de Janeiro
H78oIa2WtYqp,36510,barra do pirai,Rio de Janeiro
NwCPzSKKEvVp,35032,timoteo,Minas Gerais
GffvnWbtrKlT,94451,São Bernardo do Campo, São Paulo
nbKzQ0AuCDl0,29153,Embu das Artes, São Paulo
TeK8Gd0TnsHQ,2525,belo horizonte,Minas Gerais
0umHcduJWwGe,27210,Brasília,Distrito Federal
5YiamV3feycE,39780,belo horizonte,Minas Gerais
kE9B2mavut7o,13503,dominGoiáss martins,Espírito Santo
6zU2Rbui6nk7,2185,Jundiaí, São Paulo
9opodpHpLahP,36061,araguaina,Tocantins
Sn3F2BTGEflH,5470, São Paulo, São Paulo
Riy0bJoX1wnl,1454,viTocantinsria,Espírito Santo
iLswctj4iZW9,60521,guapimirim,Rio de Janeiro
gAcLsepZ6u04,3564, São Paulo, São Paulo
YpygInCyIABs,64212,sete laGoiásas,Minas Gerais
i8807OfGgRio de Janeirof,6097,Guarulhos, São Paulo
ieUAQ43ejQw3,3962,Rio de Janeiro,Rio de Janeiro
jMqgkqkIJ80D,25912,Campinas, São Paulo
1kGWwLW5T3we,99712, São Paulo, São Paulo
nrFUBlp65IwQ,2375, São Paulo, São Paulo
ygcCWf4Rr1VJ,89172, São Paulo, São Paulo
olch8MXnY65j,78240,tijucas,Santa Catarina
VJA6oIHecZYi,81750,Bauru, São Paulo
SGDdbOOsBk5s,6504,Rio de Janeiro,Rio de Janeiro
ZhRio de JaneiroHAWIJxTK,25937, São Paulo, São Paulo
Ng1SJFwi6Distrito Federalk,96080,Estiva Gerbi, São Paulo
u9EyJzrNg2zv,81470,São José dos Campos, São Paulo
UuNoFHtGgvvb,28911,maringa,Paraná
zfmdcVbSSus7,71670,timbo,Santa Catarina
ParáNMc146THkP,72316,São Bernardo do Campo, São Paulo
qXYnpnE0nCal,25223,canela,Rio Grande do Sul
vQrrk38FZuh8,31980,São Bernardo do Campo, São Paulo
vLMato Grosso do Suljl5yBBFP,13401,salvador,Bahia
wjDaijWsAj5X,4536,Paranapanema, São Paulo
zBqe5xiUeAlo,59810,Clementina, São Paulo
6zr5eWK1Y332,21520,curitiba,Paraná
PNf7W4oLWTmj,78048,Neves Paulista, São Paulo
pnN4Afjxxc5C,46360,Osasco, São Paulo
Distrito FederaljPww0DDb3c,84430, São Paulo, São Paulo
bBahia9OtLF72Db,72304,São Caetano do Sul, São Paulo
NmDQzzmsHDtt,31080, São Paulo, São Paulo
3GU8kwxR1g2K,59135,Valinhos, São Paulo
P2NVqYwpRocO,83605,itaguai,Rio de Janeiro
RaOkW São PauloxWyfH,7991,Rio de Janeiro,Rio de Janeiro
QLnKaIJPjRWE,66050, São Paulo, São Paulo
scToOw5NHiTB,4911,Atibaia, São Paulo
SdT0o45Yj8Bf,11740,araguari,Minas Gerais
WS2peMiof7Jm,36784, São Paulo, São Paulo
AOPKEr0hKCMe,96925,Taboão da Serra, São Paulo
OwSYb7TQ6Qih,98760,Marília, São Paulo
yDcfi3bn2Mbo,55298,Suzano, São Paulo
PzA9CgfociwL,60348, São Paulo, São Paulo
fgevX8sCnX1f,5711,timoteo,Minas Gerais
hNuB8KvLDzYW,32150,itauna,Minas Gerais
HweMwcogYLKJ,6770,Taubaté, São Paulo
PszxF4Xb9ctj,12230,marechal candido rondon,Paraná
v2R0fpWKdwHZ,76230,viTocantinsria da conquista,Bahia
p9mGwivQnDh0,4144,florianopolis,Santa Catarina
W8stm8LxzTFi,5399,Marília, São Paulo
j26717L6pPO3,68420,campo grande,Mato Grosso do Sul
D0GjGoiásIKnkeD,78335,pouso alegre,Minas Gerais
6BMV1F1V5wnL,4068,Rio de Janeiro,Rio de Janeiro
0uMVadewWdrQ,39518,Campinas, São Paulo
0PXNy4rCS7Az,81510,portao,Rio Grande do Sul
krxFfDYCmO1I,97574,Rio de Janeiro,Rio de Janeiro
mzgTWjD8jRio de Janeiro2,2525,belo horizonte,Minas Gerais
0blmlaFl7t16,4154,belo horizonte,Minas Gerais
s3kQ0WA0Kjro,58690, São Paulo, São Paulo
ZjkZbnXTUK4W,59670,recife,Pernambuco
l1hOG9K0NNqu,61902, São Paulo, São Paulo
Y2A89lImWjiS,12324,araruama,Rio de Janeiro
jherbbCbG8o6,64212,sete laGoiásas,Minas Gerais
QN2HOF65CBq7,8576,sao dominGoiáss do norte,Espírito Santo
61cCgU18Ntms,5569,belo horizonte,Minas Gerais
kY5nqxgcLJoz,4735,queimados,Rio de Janeiro
waCHP São PauloDrChV,38240,Campinas, São Paulo
pM4lx1qz46jM,2169,Rio de Janeiro,Rio de Janeiro
7udbJtvDx5rR,12060,raposos,Minas Gerais
yBWZB71Distrito Federal8Uf,4174,caxias do sul,Rio Grande do Sul
Distrito FederalJtBJ9KFqwU,95702,salTocantins da divisa,Minas Gerais
5AuZqZudAJUN,5302, São Paulo, São Paulo
biJFYDs6oiV6,45200,Rio de Janeiro,Rio de Janeiro
TdWm0VAAJjOj,68750,cachoeiro de itapemirim,Espírito Santo
piSl4rs2CWNW,58401,neropolis,Goiás
Z65JSmhww26s,8795,sanTocantins anTocantinsnio de padua,Rio de Janeiro
H2jk9bLzQo6c,29020,Rio de Janeiro,Rio de Janeiro
Qs8Qp2kpNGpB,1431,Tatuí, São Paulo
I82u5GRP33b2,77423,Rio Claro, São Paulo
DQeaJZAowYD5,24805,belo horizonte,Minas Gerais
IpebbBc3BLJY,65935,Itápolis, São Paulo
LWaxzDw6sbhb,84036,Rio de Janeiro,Rio de Janeiro
1wNR2Roraimahrf1e,79013, São Paulo, São Paulo
Xx7In061BRVv,11721,porTocantins alegre,Rio Grande do Sul
EHmzMPGDA2Q1,2033, São Paulo, São Paulo
qZP8L6EdGnPT,2419, São Paulo, São Paulo
7ZhRvBN33Ppu,77425,São Vicente, São Paulo
lMploIEDE5t1,3871,São José dos Campos, São Paulo
nmfHLDmLcYnN,34007, São Paulo, São Paulo
NCLtw782Z90c,95042,Rio de Janeiro,Rio de Janeiro
98lbvr6LlRio Grande do NorteI,3610,Valinhos, São Paulo
bgk8dKC9BdcZ,99855,belem,Pará
6vYncTxcoCIc,37022, São Paulo, São Paulo
aAj2k8faWxXx,3871,São José dos Campos, São Paulo
c411do2kUza9,3911, São Paulo, São Paulo
nstrXV11Eh1d,44075,vila velha,Espírito Santo
eeVq3V5ZvMJc,86700,ituiutaba,Minas Gerais
PoAjMzkCDy4f,26311,guarapuava,Paraná
C4n3HzQPSwgj,85887, São Paulo, São Paulo
a4bX6IpBfAgy,26110,Barueri, São Paulo
tDPLnreg8my3,17066,Votorantim, São Paulo
Gk7XFQagzvBP,84026,itaqui,Rio Grande do Sul
q3sqcZM697pE,59135,Valinhos, São Paulo
wGe7JNvnTjzS,3474,belo horizonte,Minas Gerais
UoaCMr5bDUEM,13872,sanTocantins angelo,Rio Grande do Sul
Kpz2hTznEFNM,13973,cruz alta,Rio Grande do Sul
QfBRoraima8FjTouO,49750,São José dos Campos, São Paulo
mgCe0f5l5E5V,4134,ararangua,Santa Catarina
O97DkFr5B7D6,54250,belo horizonte,Minas Gerais
9nMrNayWAXwa,55030, São Paulo, São Paulo
Z1jdDJ1gk4DK,6787,Brasília,Distrito Federal
YjMDistrito FederalpfohOvw,65220,Pedreira, São Paulo
HYefMMqVhyWE,90160,olinda,Pernambuco
hyuHx1hjQZlK,38490,belo horizonte,Minas Gerais
93KVAyrLIcyV,11020, São Paulo, São Paulo
pSrScTePVQM4,31050,Salto, São Paulo
yw0CT8pn6dpv,79075, São Paulo, São Paulo
tM3WtkYRnmuM,4788,nova friburGoiás,Rio de Janeiro
NtTT0puoTuuc,26600,Birigui, São Paulo
g1ClhNQGYa3r,69934, São Paulo, São Paulo
51oOYjDzJIz9,35032,timoteo,Minas Gerais
xCRM2rFEJCov,84026,itaqui,Rio Grande do Sul
FJh5L8jb0KBQ,52160,Tupã, São Paulo
LiFtXPernambucoaDO4o,97280, São Paulo, São Paulo
OiYtgsN3div6,6016,Guarujá, São Paulo
iXz0W1guZQsK,64046,belem,Pará
Mtk3UaFqG8Op,4651,Bragança Paulista, São Paulo
h8uikEDooCbh,11081,Rio de Janeiro,Rio de Janeiro
D5NOgeWJP181,12423,Guarátinguetá, São Paulo
GpX7D8Xva7is,58225,Piraju, São Paulo
NUjfM1LKqlKe,99170,belo horizonte,Minas Gerais
uXCGChk8sbU2,36790,Salto, São Paulo
YfqYflgWn8vR,74415,Rio de Janeiro,Rio de Janeiro
WTzdx8UsSArn,26580,Araraquara, São Paulo
Distrito FederalCYtJZA8PwW,3370,Sorocaba, São Paulo
